GKÇ FİDER ID;GKÇ TRAFO MERKEZİ ADI;FİDER ADI;İLİ;BÖLGE MÜDÜRLÜĞÜ;GERİLİM;ÖLÇÜM MODU;AÇIKLAMA;EŞLİ;AKTİF;GÜNCELLEYEN KULLANICI;GÜNCELLENME ZAMANI
1582;KEPEZKAYA HAVZA;33 kV YAPISAN-1;KARAMAN;9. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1583;KEPEZKAYA HAVZA;33 kV YAPISAN-2;KARAMAN;9. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1391;KEPEZKAYA HES;154 kV TRANSFORMATÖR GRUP 1;KARAMAN;9. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1392;KEPEZKAYA HES;154 kV TRANSFORMATÖR GRUP 2;KARAMAN;9. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1599;KIRDEMİR;154 kV HACILAR HAT+TRANSFORMATÖR;KIRIKKALE;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1821;KIRIKKALE DGKÇS;400 kV TRANSFORMATÖR GRUP 1;KIRIKKALE;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1823;KIRIKKALE DGKÇS;400 kV TRANSFORMATÖR GRUP 2;KIRIKKALE;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1822;KIRIKKALE DGKÇS;400 kV TRANSFORMATÖR GRUP 3;KIRIKKALE;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
2650;KIRŞEHİR 2;33 kV TRANSFORMATÖR A;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;12.08.2024 00:44
2651;KIRŞEHİR 2;33 kV TRANSFORMATÖR B;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;12.08.2024 00:44
1817;KONYA ÇİMENTO;154 kV TRANSFORMATÖR A;KONYA;9. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1818;KONYA ÇİMENTO;154 kV TRANSFORMATÖR B;KONYA;9. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
2454;KONYA KUZEY;154 kV BANK A;KONYA;9. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;04.04.2022 00:44
2455;KONYA KUZEY;154 kV BANK B;KONYA;9. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;14.03.2022 00:44
1709;KURTKAYASI RES;154 kV TRANSFORMATÖR A;KAYSERİ;11. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;25.04.2022 00:44
2259;KUYULUKOYAK RES;154 kV TRANSFORMATÖR A;KONYA;9. Bölge Müdürlüğü;154;PQ;;true;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
923;MACUNKÖY;154 kV AKKÖPRÜ GİS HAT1;ANKARA;8. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;16.12.2024 00:44
922;MACUNKÖY;154 kV ANKARA SANAYİ;ANKARA;8. Bölge Müdürlüğü;154;PQ;;true;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
920;MACUNKÖY;33 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
921;MACUNKÖY;33 kV TRANSFORMATÖR B;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
279;MALTEPE ANKARA GİS;154 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;15.09.2025 00:44
281;MALTEPE ANKARA GİS;154 kV TRANSFORMATÖR D;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;15.09.2025 00:44
284;MALTEPE ANKARA GİS;33 kV TRANSFORMATÖR C;ANKARA;8. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;15.09.2025 00:44
282;MALTEPE ANKARA GİS;33 kV TRANSFORMATÖR D;ANKARA;8. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;15.09.2025 00:44
280;MALTEPE ANKARA GİS;6.3 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;15.09.2025 00:44
283;MALTEPE ANKARA GİS;6.3 kV TRANSFORMATÖR B;ANKARA;8. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;15.09.2025 00:44
2316;MAVİ HES;154 kV TRANSFORMATÖR GRUP 1;KONYA;9. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
2227;MUTLU RES 5;154 kV TRANSFORMATÖR ;KONYA;9. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1364;NİĞDE OSB;33 kV ORGANIZE-1;NİĞDE;11. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1365;NİĞDE OSB;33 kV ORGANIZE-2;NİĞDE;11. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1366;NİĞDE OSB;33 kV ORGANIZE-3;NİĞDE;11. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1367;NİĞDE OSB;33 kV ORGANIZE-4;NİĞDE;11. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1696;NİĞDE OSB;33 kV ORGANIZE-5;NİĞDE;11. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1697;NİĞDE OSB;33 kV ORGANIZE-6;NİĞDE;11. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
2493;PETLAS;33 kV ORGANİZE SANAYİ-1;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;02.05.2022 00:44
2494;PETLAS;33 kV ORGANİZE SANAYİ-2;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;02.05.2022 00:44
2491;PETLAS;33 kV TRANSFORMATÖR C;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;02.05.2022 00:44
2492;PETLAS;33 kV TRANSFORMATÖR D;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;02.05.2022 00:44
1124;PETLAS;6.3 kV TRANSFORMATÖR A;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;27.06.2022 00:44
1125;PETLAS;6.3 kV TRANSFORMATÖR B;KIRŞEHİR;11. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;27.06.2022 00:44
1854;POLATLI ÇİMENTO;154 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1855;POLATLI ÇİMENTO;154 kV TRANSFORMATÖR B;ANKARA;8. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1110;SARIYAR HES;10.5 kV GRUP 1;ANKARA;8. Bölge Müdürlüğü;15;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1111;SARIYAR HES;10.5 kV GRUP 2;ANKARA;8. Bölge Müdürlüğü;15;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1112;SARIYAR HES;10.5 kV GRUP 3;ANKARA;8. Bölge Müdürlüğü;15;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1113;SARIYAR HES;10.5 kV GRUP 4;ANKARA;8. Bölge Müdürlüğü;15;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1114;SARIYAR HES;10.5 kV YARDIMCI SERVİS 1;ANKARA;8. Bölge Müdürlüğü;15;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1115;SARIYAR HES;10.5 kV YARDIMCI SERVİS 2;ANKARA;8. Bölge Müdürlüğü;15;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1887;SARIYAR HES;154 kV NALLIHAN HAT1;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;11.08.2025 00:44
1888;SARIYAR HES;154 kV NALLIHAN HAT2;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;11.08.2025 00:44
1885;SARIYAR HES;154 kV YEDEK;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;14.07.2025 00:44
1886;SARIYAR HES;154 kV YEDEK 1;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;11.08.2025 00:44
33;SİNCAN;154 kV BANK A;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1030;SİNCAN;154 kV UZAY OSB;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;07.11.2022 00:44
1172;SİNCAN;33 kV ORGANİZE-6;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1177;SİNCAN;33 kV ORGANİZE-7;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1178;SİNCAN;33 kV ORGANİZE-8;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1797;SİNCAN;33 kV TRANSFORMATÖR 5;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
371;SİNCAN;33 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
372;SİNCAN;33 kV TRANSFORMATÖR B;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1031;SİNCAN;33 kV TRANSFORMATÖR C;ANKARA;8. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
370;SİNCAN;400 kV BAĞLUM;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
32;SİNCAN;400 kV BANK A OTOTRANSFORMATÖR  1;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
31;SİNCAN;400 kV BANK B OTOTRANSFORMATÖR  4;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
368;SİNCAN;400 kV ÇAYIRHAN TES;ANKARA;8. Bölge Müdürlüğü;380;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
369;SİNCAN;400 kV GÖLBAŞI;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
34;SİNCAN;400 kV KIRIKKALE DGKÇS;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;27.06.2022 00:44
367;SİNCAN;400 kV TEMELLİ;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
350;TEMELLİ;154 kV BAYMİNA DGKÇS HAT1;ANKARA;8. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
351;TEMELLİ;154 kV BAYMİNA DGKÇS HAT3;ANKARA;8. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
378;TEMELLİ;33 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
377;TEMELLİ;33 kV TRANSFORMATÖR B;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;29.07.2024 00:44
374;TEMELLİ;400 kV İGA GES;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;25.08.2025 00:44
373;TEMELLİ;400 kV YEŞİLHİSAR GÜNEY;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;06.03.2023 00:44
332;TÜMOSAN;154 kV EŞMEKAYA;AKSARAY;9. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;07.03.2022 00:44
333;TÜMOSAN;33 kV TRANSFORMATÖR B;AKSARAY;9. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
918;ÜMİTKÖY;154 kV SİNCAN;ANKARA;8. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;07.08.2023 00:44
919;ÜMİTKÖY;154 kV TEMELLİ HAT1;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
916;ÜMİTKÖY;33 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
917;ÜMİTKÖY;33 kV TRANSFORMATÖR B;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
2597;ÜRGÜP;400 kV ÇOBANBEYLİ;NEVŞEHİR;11. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;23.10.2023 00:44
2596;ÜRGÜP;400 kV ELBİSTAN TES;NEVŞEHİR;11. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;23.10.2023 00:44
2595;ÜRGÜP;400 kV SİNCAN GÜNEY;NEVŞEHİR;11. Bölge Müdürlüğü;380;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;23.10.2023 00:44
2594;ÜRGÜP;400 kV SİNCAN KUZEY;NEVŞEHİR;11. Bölge Müdürlüğü;380;PQ;;true;false;YÜK TEVZİ BİLGİ SİSTEMİ;23.10.2023 00:44
1767;YAHYALI BAK RES;154 kV TRANSFORMATÖR A;KAYSERİ;11. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1791;YAHYALI BAK RES;154 kV TRANSFORMATÖR B;KAYSERİ;11. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1690;YAHYALI SANCAK RES;154 kV TRANSFORMATÖR A;KAYSERİ;11. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;25.04.2022 00:44
1753;YAMULA HES;154 kV TRANSFORMATÖR GRUP 1;KAYSERİ;11. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1754;YAMULA HES;154 kV TRANSFORMATÖR GRUP 2;KAYSERİ;11. Bölge Müdürlüğü;154;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
392;YAZIR;154 kV MERAM GİS;KONYA;9. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;05.08.2024 00:44
393;YAZIR;33 kV TRANSFORMATÖR A;KONYA;9. Bölge Müdürlüğü;33;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
707;YEŞİLHİSAR;154 kV BANK A;KAYSERI;11. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
706;YEŞİLHİSAR;400 kV ATATÜRK HES GÜNEY;KAYSERI;11. Bölge Müdürlüğü;380;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
331;YEŞİLHİSAR;400 kV ATATÜRK HES KUZEY;KAYSERI;11. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
330;YEŞİLHİSAR;400 kV TEMELLİ HAT1;KAYSERI;11. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;19.06.2023 00:44
926;YILDIZ;154 kV İMRAHOR;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
927;YILDIZ;154 kV İNCEK;ANKARA;8. Bölge Müdürlüğü;154;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;15.07.2024 00:44
924;YILDIZ;33 kV TRANSFORMATÖR A;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
925;YILDIZ;33 kV TRANSFORMATÖR B;ANKARA;8. Bölge Müdürlüğü;33;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;04.07.2022 00:44
1312;YUNUS EMRE TES;400 kV TRANSFORMATÖR ;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1310;YUNUS EMRE TES;400 kV TRANSFORMATÖR GRUP 1;ANKARA;8. Bölge Müdürlüğü;380;PQ;;true;true;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
1311;YUNUS EMRE TES;400 kV TRANSFORMATÖR GRUP 2;ANKARA;8. Bölge Müdürlüğü;380;PQ;;false;false;YÜK TEVZİ BİLGİ SİSTEMİ;01.02.2022 12:20
